Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Case Count,Population
Maine,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,207.2,36,25266
Missouri,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,221.5,400,276072
Virginia,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,232.1,1295,855301
Maryland,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,246.2,1068,654437
Tennessee,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,248,563,404410
Alaska,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,252.2,76,53556
District of Columbia,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,254,144,81115
Montana,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,256.7,74,44960
New Hampshire,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,265.2,96,57467
Iowa,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,266.4,296,205956
Arizona,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,266.4,4641,2366919
Kentucky,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,268.6,280,179277
Louisiana,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,273.7,534,252634
Wyoming,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,279.7,128,60279
Oregon,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,283.5,957,579836
Michigan,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,283.8,990,542105
North Carolina,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,286.6,1647,1052435
Texas,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,286.8,25154,11691857
South Dakota,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,289.4,54,39604
Ohio,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,290,885,488084
Vermont,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,291.1,25,13318
Oklahoma,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,291.7,721,452487
Washington,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,291.9,1647,1027545
Delaware,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,292.3,181,97078
California,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,299.3,36476,15569780
New Mexico,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,300.2,3100,1046092
Nebraska,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,308.7,387,225592
Illinois,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,312.6,4983,2219748
Colorado,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,321.7,2905,1274247
Georgia,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,327.6,2057,1067941
Kansas,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,329.4,688,362238
Rhode Island,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,331.6,414,176471
Florida,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,332.2,20057,5749737
Idaho,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,335.4,472,237272
New York,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,335.8,11625,3738921
Pennsylvania,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,343.4,2229,1032627
New Jersey,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,346.3,5464,1874656
Massachusetts,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,347.2,2131,867425
Connecticut,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,366.4,1655,612929
Minnesota,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,372.3,629,321686
South Carolina,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,390.4,669,320061
Utah,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,394,1041,471647
Hawaii,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,472.8,376,147874
Nevada,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,,,
Indiana,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,327.8,7324,1555294
New Mexico,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,348.2,4567,1042459
Arizona,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,351,16225,3685926
Oregon,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,370,9798,2102461
California,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,383.4,81611,19577489
Colorado,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,384.5,12190,2925887
District of Columbia,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,385.6,1208,337932
Virginia,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,396.3,19541,4227531
Wyoming,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,398.7,1511,296891
Washington,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,407.8,17931,3853598
Rhode Island,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,408.7,2662,514692
Hawaii,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,408.8,3739,704366
Texas,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,416.3,59631,14581051
Massachusetts,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,417.9,17133,3347032
Utah,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,421.2,6113,1637740
Nebraska,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,423,4723,967813
Alaska,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,426.3,1663,381537
Michigan,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,432.8,26933,4907813
South Carolina,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,433.2,14065,2523412
Delaware,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,433.3,2846,476740
Maryland,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,435.5,15003,2932574
Florida,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,439.1,66158,10620180
Alabama,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,440.4,12969,2376966
Connecticut,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,441.2,9772,1734920
Vermont,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,443,1912,307992
Arkansas,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,444.1,8097,1486856
Montana,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,445,3291,544101
Pennsylvania,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,445.3,36420,6267042
New Hampshire,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,446.4,4148,676994
Kansas,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,450.3,7635,1451540
Oklahoma,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,452.4,10270,1971181
Missouri,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,454.7,16949,3017723
Illinois,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,455.2,32987,6185306
Idaho,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,456.3,4923,916124
South Dakota,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,462.8,2518,450659
New York,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,463.5,52814,9390497
Minnesota,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,464,15590,2818594
Mississippi,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,465.7,7972,1435815
Ohio,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,466,33294,5732661
North Carolina,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,467.1,28971,5152582
Tennessee,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,467.6,18979,3358020
Wisconsin,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,470.2,17355,2903716
West Virginia,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,471.1,5858,884276
North Dakota,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,471.8,2076,391815
Georgia,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,489.7,27693,5201549
New Jersey,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,490,25653,4343049
Maine,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,492,4791,661301
Louisiana,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,493.8,13152,2264160
Iowa,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,497.8,9633,1575695
Kentucky,All Types of Cancer,2020,Male,All Races and Ethnicities,Incidence,507.8,13572,2205345
Indiana,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,,,
District of Columbia,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,317.1,397,136184
New Mexico,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,363.2,2533,388022
Arizona,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,376.4,12785,2013357
Oregon,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,377.5,8738,1600550
Colorado,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,388.4,9863,2002532
Wyoming,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,402.7,1393,250498
Virginia,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,404.3,14446,2637408
Washington,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,408.6,14701,2647197
Rhode Island,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,417.6,2291,367048
Utah,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,420.7,5300,1287800
Nebraska,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,423.3,4208,757498
Michigan,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,423.7,22070,3726688
Massachusetts,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,424.3,14456,2389132
California,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,430.5,47681,7365392
South Carolina,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,430.7,10397,1638616
Delaware,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,434,2177,296209
Montana,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,434.8,3016,475215
Alaska,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,434.8,1269,243723
Alabama,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,436.9,9640,1587080
Pennsylvania,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,443.5,31045,4771029
Vermont,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,445.2,1857,287880
New Hampshire,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,447,3962,610219
Oklahoma,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,448.2,8152,1322611
Kansas,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,449.5,6574,1100210
Connecticut,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,452.8,7993,1147913
Missouri,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,454.6,14793,2422725
Maryland,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,455,9731,1501660
Tennessee,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,456.3,15438,2503449
Arkansas,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,456.9,6892,1084007
Mississippi,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,458.3,5269,826996
South Dakota,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,460.7,2321,369315
Idaho,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,462,4530,755926
Texas,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,463.5,37825,6063778
North Carolina,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,464.5,21576,3277105
Minnesota,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,465.9,14177,2239725
Ohio,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,467.2,28767,4539731
Wisconsin,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,470.2,15806,2359757
Florida,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,471.2,48682,5745470
West Virginia,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,474.1,5608,817264
Illinois,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,474.4,24958,3791759
Louisiana,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,492.5,8921,1343835
Maine,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,494.7,4668,619537
New York,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,494.9,37319,5287517
Hawaii,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,496.9,1368,165651
Iowa,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,498.1,9019,1336478
Georgia,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,500.6,18516,2759921
New Jersey,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,510.3,18003,2378225
Kentucky,All Types of Cancer,2020,Male,White Non-Hispanic,Incidence,510.4,12309,1865039
Montana,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,,,
Vermont,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,,,
Wyoming,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,,,
South Dakota,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,218.6,18,14359
Hawaii,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,290.7,42,22307
New Hampshire,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,296.5,29,13773
Rhode Island,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,305.9,100,36978
Arizona,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,308.2,485,197402
Maine,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,312.9,28,14833
New Mexico,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,316.1,84,27363
Colorado,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,385.7,435,146622
California,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,396.6,4912,1222455
Florida,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,399.5,6219,1680218
West Virginia,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,405,144,39625
Oregon,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,405.8,173,58898
Washington,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,407.6,605,208860
Virginia,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,415.1,3486,827543
Massachusetts,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,422.8,969,267259
Delaware,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,437.6,468,108274
South Carolina,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,444.2,3065,655720
Connecticut,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,445,770,189556
Michigan,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,445,2915,691951
Minnesota,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,445.2,546,223543
Arkansas,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,448,952,230345
Pennsylvania,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,450.5,2890,714570
Alabama,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,455.1,2863,618075
Idaho,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,455.3,26,11127
New York,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,455.8,6463,1363338
Ohio,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,456.7,3207,769714
Alaska,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,457,63,17809
Maryland,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,457.6,4075,877750
Oklahoma,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,462.9,650,171058
Kentucky,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,464.4,810,199721
District of Columbia,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,465.7,728,145364
Kansas,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,468.2,375,100723
Tennessee,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,474.6,2434,562474
Nebraska,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,478.8,180,56610
Texas,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,479.2,7057,1789746
Illinois,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,479.9,4089,871362
Missouri,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,480.3,1531,361116
North Carolina,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,498.7,5549,1096046
Mississippi,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,503.9,2584,529348
Georgia,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,507.1,7412,1628586
New Jersey,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,525,2898,568545
Louisiana,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,534.3,3745,725480
Utah,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,551.2,69,28008
Iowa,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,587,237,78636
Wisconsin,All Types of Cancer,2020,Male,Black Non-Hispanic,Incidence,603.2,839,202631
New York,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Connecticut,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New Jersey,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Kentucky,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Kansas,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Delaware,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Illinois,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Vermont,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
West Virginia,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Rhode Island,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New Hampshire,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
District of Columbia,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Alabama,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,113.2,24,14753
Tennessee,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,137.2,19,10783
Ohio,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,163.1,30,14979
Missouri,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,190,44,16974
Georgia,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,199.3,34,13631
Louisiana,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,209.4,34,15933
South Carolina,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,212.1,25,10290
Arizona,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,230.5,272,144658
Mississippi,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,256.9,17,7463
Virginia,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,268.8,42,12985
New Mexico,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,274.8,217,90399
Maryland,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,275.3,25,8603
Utah,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,278.9,38,16493
Massachusetts,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,284.8,27,7729
Oregon,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,291.3,87,28463
Florida,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,303,130,30648
Texas,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,305.5,201,54440
Colorado,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,316.8,64,22018
Arkansas,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,324.6,47,12791
Pennsylvania,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,336.7,44,11332
Michigan,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,348.7,136,34751
Maine,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,361,21,5162
Nebraska,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,365.4,23,8680
Idaho,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,374.7,43,11258
California,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,374.8,440,100067
Iowa,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,422.2,19,5263
North Carolina,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,422.5,276,59591
Wyoming,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,492.9,25,6644
Washington,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,509.9,266,56041
Alaska,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,527.3,234,61032
Wisconsin,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,553.9,150,28562
Oklahoma,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,554.3,869,189693
South Dakota,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,580.7,133,38125
Minnesota,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,589.8,156,33605
Montana,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,613.8,157,34915
Hawaii,All Types of Cancer,2020,Male,American Indian and Alaska Native Non-Hispanic,Incidence,899.5,18,1798
Montana,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
South Dakota,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
District of Columbia,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Maine,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Vermont,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Wyoming,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Arizona,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,161.4,194,141290
Rhode Island,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,167.4,24,19291
Alaska,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,168.9,47,30784
Connecticut,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,170.3,123,88696
Delaware,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,173.8,33,21240
Ohio,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,187.9,219,158923
New Mexico,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,188.5,34,17772
Virginia,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,198.4,536,309172
Kansas,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,203,72,49363
Michigan,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,204.6,291,178955
Pennsylvania,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,210.1,432,246257
South Carolina,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,210.3,90,50831
Arkansas,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,211,44,33145
Tennessee,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,218.7,118,70065
Missouri,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,220.4,120,74736
Florida,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,223.1,776,324448
Alabama,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,226.7,74,38387
Texas,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,233,1560,792342
Colorado,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,236,187,105995
Oregon,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,245.1,233,114698
California,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,247.1,8493,3062540
Massachusetts,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,247.8,503,252944
Maryland,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,248.2,529,207286
West Virginia,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,250.7,19,8172
Kentucky,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,255.1,72,39750
North Carolina,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,255.2,315,179237
New Hampshire,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,255.4,40,21128
Illinois,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,260.9,960,377191
New Jersey,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,261.8,1152,449320
Wisconsin,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,264.7,138,93997
Mississippi,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,266.3,40,16912
Nebraska,All Types of Cancer,2020,Male,Asian and Pacific Islander Non-Hispanic,Incidence,266.6,48,27744
